"FECHA_DE_AUTORIZACIÓN","TIPO_DE_SOLICITUD","SOLICITANTE/IMPORTADOR","IUM","PRINCIPIO_ACTIVO1","CONCENTRACIÓN_DELMEDICAMENTO1","UNIDAD_MEDIDA1","PRINCIPIO_ACTIVO2","CONCENTRACIÓN_DEL_MEDICAMENTO2","UNIDAD_MEDIDA2","FORMA_FARMACÉUTICA","NOMBRE_COMERCIAL_","CANTIDAD_SOLICITADA","PRESENTACIÓN_COMERCIAL","DIAGNOSTICO_CIE-1NO REPORTA","CÓDIGO_DIAGNOSTICO_CIE-10"
"2023 Aug 16 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1040751000100","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","50/25/37,5","mg","IVACAFTOR","75","mg","TABLETA","TRIKAFTA","6","CAJAS X 84 TABLETAS","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2023 Aug 16 12:00:00 AM","MÁS DE UN PACIENTE","NEXT PHARMA SOURCING S.A.S.","1I1030991005100","INMUNOGLOBULINA HUMANA NORMAL","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","IMMUNOREL","1.986","CAJAS X 1 VIAL X 100 mL","OTROS TRASTORNOS DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE","D77X"
"2023 Aug 16 12:00:00 AM","URGENCIA CLÍNICA","UNO HEALTHCARE S.A.S.","1M1006441000100","CISTEAMINA BITARTRATO","75","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","PROCYSBI","8","FRASCOS X 250 CAPSULAS","TRASPLANTE DE RIÑON","Z940"
"2023 Aug 16 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1040751000100","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","50/25/37,5","mg","IVACAFTOR","75","mg","TABLETA","TRIKAFTA","6","CAJAS X 84 TABLETAS","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2023 Aug 16 12:00:00 AM","PACIENTE ESPECIFICO","BRISTOL MYERS SQUIBB DE COLOMBIA S.A.","1L1040701000100","LUSPATERCEPT","75","mg","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","REBLOZYL","6","CAJAS POR UN (1) VIAL X 75 mg","SINDROME MIELODISPLASICO, SIN OTRA ESPECIFICACION","D469"
"2023 Aug 16 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1040751000100","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","50/25/37,5","mg","IVACAFTOR","75","mg","TABLETA","TRIKAFTA","6","CAJAS X 84 TABLETAS","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2023 Aug 16 12:00:00 AM","URGENCIA CLÍNICA","UNO HEALTHCARE S.A.S.","1M1006441000100","CISTEAMINA BITARTRATO","75","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","PROCYSBI","9","FRASCOS X 250 CAPSULAS","TRASPLANTE DE RIÑON","Z940"
"2023 Aug 16 12:00:00 AM","MÁS DE UN PACIENTE","INMUNOTEK COLOMBIA S.A.S.","VARIOS IUM","EXTRACTOS ALERGÉNICOS","VARIAS","VARIAS","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN CUTÁNEA","PRICK","1.692","FRASCOS X 2,5 mL","ALERGIA NO ESPECIFICADA","T784"
"2023 Aug 16 12:00:00 AM","MÁS DE UN PACIENTE","CSL BEHRING COLOMBIA S.A.S","1I1050371000100","INMUNOGLOBULINA HUMANA NORMAL","160","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","BERIGLOBINA","7.121","JERINGAS PRELLENADAS POR 5ml","INMUNODEFICIENCIA, NO ESPECIFICADA","D849"
"2023 Aug 16 12:00:00 AM","MÁS DE UN PACIENTE","CSL BEHRING COLOMBIA S.A.S","1I1050371000100","INMUNOGLOBULINA HUMANA NORMAL","160","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","BERIGLOBINA","1.499","JERINGAS PRELLENADAS POR 5ml","INMUNODEFICIENCIA, NO ESPECIFICADA","D849"
"2023 Aug 16 12:00:00 AM","MÁS DE UN PACIENTE","CSL BEHRING COLOMBIA S.A.S","1I1050371000100","INMUNOGLOBULINA HUMANA NORMAL","160","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","BERIGLOBINA","1.306","JERINGAS PRELLENADAS POR 5ml","INMUNODEFICIENCIA, NO ESPECIFICADA","D849"
"2023 Aug 16 12:00:00 AM","MÁS DE UN PACIENTE","MEDICAL KIT LTDA.","1S1011611000100","DILUYENTE DE CLORURO DE SODIO","0,9/100","g/ml","NO APLICA","NO APLICA","NO APLICA","SOLUCION","ALACRAMYN","2.500","CAJAS X UN (1) VIAL DE VIDRIO CON 5ML DE SOLUCIÓN ISOTÓNICA DE CLORURO DE SODIO","NO REPORTADO","NO REPORTADO"
"2023 Aug 16 12:00:00 AM","MÁS DE UN PACIENTE","MEDICAL KIT LTDA.","1S1011611000100","SUERO ANTIESCORPIÓN (FABOTERÁPICO POLIVALENTE ANTIALACRÁN)","1.8","mg","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","ALACRAMYN","2.500","CAJAS X UN (1) VIAL DE VIDRIO CON 5ML DE SOLUCIÓN ISOTÓNICA DE CLORURO DE SODIO","NO REPORTADO","NO REPORTADO"
"2023 Aug 16 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1032451000100","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/75","mg","IVACAFTOR","150","mg","TABLETA","TRIKAFTA","6","CAJAS X 84 TABLETAS","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2023 Aug 16 12:00:00 AM","URGENCIA CLÍNICA","SALUTIS SAS - VALENTECH PHARMA COLOMBIA SAS","2E1040751000100","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","50/25/37,5","mg","IVACAFTOR","75","mg","TABLETA","TRIKAFTA","3","CAJAS X 84 TABLETAS","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2023 Aug 16 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1V1030561000100","VOLANESORSEN","190","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","WAYLIVRA","12","CAJAS X 1 JERINGA X 1,5 mL","HIPERQUILOMICRONEMIA","E783"
"2023 Aug 15 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","24","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2023 Aug 15 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1001701000100","ATALUREN","1000","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","6","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2023 Aug 15 12:00:00 AM","PACIENTE ESPECIFICO","LABORATORIOS BIOPAS S.A.","1M1041941000100","MARALIXIBAT","950/100","mg/mL","NO APLICA","NO APLICA","NO APLICA","JARABE","LIVMARLI","2","CAJA X UN FRASCO DE 30 mL + UNA JERINGA DOSIFICADORA DE 0.5 ML O UNA JERINGA DOSIFICADORA DE 1 mL O UNA JERINGA DOSIFICADORA DE 3 mL","OTRAS MALFORMACIONES CONGENITAS DEL HIGADO","Q447"
"2023 Aug 09 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","12","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2023 Aug 09 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1001711000100","ATALUREN","125","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","3","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2023 Aug 09 12:00:00 AM","MÁS DE UN PACIENTE","GENBIE SAS","1A1003951002100","L-ASPARAGINASA E. COLI","1000","UI/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","LEUCOGINASE","2.100","CAJAS X 1 VIAL X 10 mL","LEUCEMIA LINFOBLASTICA AGUDA","C910"
"2023 Aug 09 12:00:00 AM","PACIENTE ESPECIFICO","SALUTIS SAS - VALENTECH PHARMA COLOMBIA SAS","1E1029551000101","ETEPLIRSEN","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","EXONDYS 51","24","CAJAS X 1 VIAL X 10 mL","DISTROFIA MUSCULAR","G710"
"2023 Aug 09 12:00:00 AM","PACIENTE ESPECIFICO","SALUTIS SAS - VALENTECH PHARMA COLOMBIA SAS","1E1029551000102","ETEPLIRSEN","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","EXONDYS 51","48","CAJAS X 1 VIAL X 2mL","DISTROFIA MUSCULAR","G710"
"2023 Aug 09 12:00:00 AM","PACIENTE ESPECIFICO","LABORATORIOS BIOPAS S.A.","1I1035001000101","IDEBENONA","150","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","RAXONE","6","CAJAS X 180 TABLETAS","TRASTORNOS DEL NERVIO OPTICO, NO CLASIFICADOS EN OTRA PARTE","H470"
"2023 Aug 09 12:00:00 AM","URGENCIA CLÍNICA","UNO HEALTHCARE S.A.S.","1M1006441000100","CISTEAMINA BITARTRATO","75","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","PROCYSBI","9","FRASCOS X 250 CAPSULAS","TRASPLANTE DE RIÑON","Z940"
"2023 Aug 09 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1I1034601000101","INOTERSEN","189.3333","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","TEGSEDI","6","CAJA X 4 JERINGAS PRECARGADAS X 1,5 mL","AMILOIDOSIS HEREDOFAMILIAR NEUROPATICA","E851"
"2023 Aug 09 12:00:00 AM","MÁS DE UN PACIENTE","INMUNOTEK COLOMBIA S.A.S.","2A1041441000101","D. PTERONYSSINUS 33% / D. FARINAE 33% / BLOMINA T 33%","10000","UT/mL","NO APLICA","NO APLICA","NO APLICA","SUSPENSION INYECTABLE","ALXOID","38","ESTUCHES X 50 VIALES DE 3mL","ALERGIA NO ESPECIFICADA","T784"
"2023 Aug 09 12:00:00 AM","MÁS DE UN PACIENTE","INMUNOTEK COLOMBIA S.A.S.","1A1017311000101","EPITELIO DE GATO","10000","UT/mL","NO APLICA","NO APLICA","NO APLICA","SUSPENSION INYECTABLE","ALXOID","350","ESTUCHES X 2 VIALES DE 3mL","ALERGIA NO ESPECIFICADA","T784"
"2023 Aug 09 12:00:00 AM","MÁS DE UN PACIENTE","INMUNOTEK COLOMBIA S.A.S.","1A1004071000101","MEZCLA 6 GRAMÍNEAS","10000","UT/mL","NO APLICA","NO APLICA","NO APLICA","SUSPENSION INYECTABLE","ALXOID","125","ESTUCHES X 2 VIALES DE 3mL","ALERGIA NO ESPECIFICADA","T784"
"2023 Aug 09 12:00:00 AM","MÁS DE UN PACIENTE","INMUNOTEK COLOMBIA S.A.S.","2A1030431000101","D. PTERONYSSINUS 50% / D. FARINAE 50%","10000","UT/mL","NO APLICA","NO APLICA","NO APLICA","SUSPENSION INYECTABLE","ALXOID","500","ESTUCHES X 2 VIALES DE 3mL","ALERGIA NO ESPECIFICADA","T784"
"2023 Aug 09 12:00:00 AM","MÁS DE UN PACIENTE","INMUNOTEK COLOMBIA S.A.S.","2A1041441000100","D. PTERONYSSINUS 33% / D. FARINAE 33% / BLOMINA T 33%","10000","UT/mL","NO APLICA","NO APLICA","NO APLICA","SUSPENSION INYECTABLE","ALXOID","964","ESTUCHES X 2 VIALES DE 3mL","ALERGIA NO ESPECIFICADA","T784"
"2023 Aug 09 12:00:00 AM","MÁS DE UN PACIENTE","INMUNOTEK COLOMBIA S.A.S.","2A1030431000102","D. PTERONYSSINUS 50% / D. FARINAE 50%","10000","UT/mL","NO APLICA","NO APLICA","NO APLICA","SUSPENSION INYECTABLE","ALXOID","8","ESTUCHES X 50 VIALES DE 3mL","ALERGIA NO ESPECIFICADA","T784"
"2023 Aug 09 12:00:00 AM","URGENCIA CLÍNICA","SALUTIS SAS - VALENTECH PHARMA COLOMBIA SAS","2E1049281000100","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/75","mg","IVACAFTOR","150","mg","TABLETA","TRIKAFTA","3","CAJAS X 84 TABLETAS","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2023 Aug 09 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1V1030561000100","VOLANESORSEN","190","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","WAYLIVRA","12","CAJAS X UNA (1) JERINGA PRELLENADA X 1.5 mL","HIPERQUILOMICRONEMIA","E783"
"2023 Aug 09 12:00:00 AM","MÁS DE UN PACIENTE","VESALIUS PHARMA S.A.S.","1P1002831001100","PIRIMETAMINA","25","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","NO REPORTADO","2.009","CAJAS X 100 TABLETAS","TOXOPLASMOSIS, NO ESPECIFICADA","B589"
"2023 Aug 09 12:00:00 AM","PACIENTE ESPECIFICO","SOLUCOL GROUP S.A.S","1T1007651003100","TOLVAPTAN","30","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TOLVAHEAL","27","CAJA X 10 TABLETAS","HIPERTENSION ESENCIAL (PRIMARIA)","I10X"
"2023 Aug 09 12:00:00 AM","PACIENTE ESPECIFICO","CLOSTER PHARMA SAS","1T1023961000100","TRIENTINA CLORHIDRATO","250","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","SYPRINE","11","FRASCOS X 100 CÁPSULAS","TRASTORNOS DEL METABOLISMO DEL COBRE","E830"
"2023 Aug 09 12:00:00 AM","PACIENTE ESPECIFICO","IMPROVIT MEDICAL SAS","1T1001911004100","TOLVAPTAN","15","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TOLVAHEAL","72","CAJAS X 10 TABLETAS","RIÑON POLIQUISTICO, TIPO ADULTO","Q612"
"2023 Aug 09 12:00:00 AM","PACIENTE ESPECIFICO","BRISTOL MYERS SQUIBB DE COLOMBIA S.A.","1L1040701000100","LUSPATERCEPT 75 mg","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","REBLOZYL","6","CAJA X VIAL DE 1.5 mL","SINDROME MIELODISPLASICO, SIN OTRA ESPECIFICACION","D469"
"2023 Aug 04 12:00:00 AM","MÁS DE UN PACIENTE","INTERNATIONAL PHARMACEUTICAL PRODUCTS SAS (INPHAPRO SAS)","1A1005551009100","ASPARAGINASA (AISLADA DE E COLI)","10000","UI","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","INPHAGINASE","2.000","CAJA X 1 VIAL","LEUCEMIA LINFOBLASTICA AGUDA","C910"
"2023 Aug 03 12:00:00 AM","MÁS DE UN PACIENTE","ALLPHA SAS","1A1005551005100","ASPARAGINASA ERWINIA","10000","UI","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","NO REPORTADO","1.000","VIALES","LEUCEMIA LINFOBLASTICA AGUDA","C910"
"2023 Aug 03 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1001711000100","ATALUREN","125","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","6","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2023 Aug 03 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","18","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2023 Aug 03 12:00:00 AM","URGENCIA CLÍNICA","MARGARITA ROSA BOTERO ORTIZ - HB HUMAN BIOSCIENCE SAS","1E1041691000100","ENFORTUMAB VEDOTINA","30","mg/U","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","PADCEV","27","CAJAS X 1 VIAL","TUMOR MALIGNO DE LA PARED ANTERIOR DE LA VEJIGA","C673"
"2023 Aug 03 12:00:00 AM","MÁS DE UN PACIENTE","QUIRUX MEDICAL SAS","1I1030991006100","INMUNOGLOBULINA HUMANA NORMAL","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","V-IMMUNE","1.000","CAJAS X 1 VIAL X 100 mL","OTROS TRASTORNOS DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE","D77X"
"2023 Aug 03 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","1G1036161001100","GOLODIRSEN","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","VYONDYS","120","CAJAS X VIAL DE 2 mL","DISTROFIA MUSCULAR","G710"
"2023 Aug 03 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1V1041501000100","VOSORITIDA","0.8","mg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","VOXZOGO","9","CAJAS X 10 JERINGAS PRELLENADAS X 0.7 mL","ACONDROPLASIA","Q774"
"2023 Aug 03 12:00:00 AM","MÁS DE UN PACIENTE","VESALIUS PHARMA S.A.S.","1A1038561000100","ALCOHOL ETILICO","792","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","ALCSOLUT","17.540","CAJA X 5 AMPOLLAS DE 5 mL","EFECTO TOXICO DE DISOLVENTES ORGANICOS: GLICOLES","T523"
"2023 Aug 03 12:00:00 AM","MÁS DE UN PACIENTE","QUIRUX MEDICAL SAS","1I1030991015100","INMUNOGLOBULINA HUMANA NORMAL","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PROGLOB","1.200","CAJAS. CADA CAJA CON UN (1) VIAL X 100ml","OTROS TRASTORNOS DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE","D77X"
"2023 Aug 03 12:00:00 AM","MÁS DE UN PACIENTE","QUIRUX MEDICAL SAS","1I1030991015100","INMUNOGLOBULINA HUMANA NORMAL","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PROGLOB","800","CAJAS. CADA CAJA CON UN (1) VIAL X 100ml","OTROS TRASTORNOS DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE","D77X"
"2023 Aug 03 12:00:00 AM","URGENCIA CLÍNICA","VALENTECH PHARMA COLOMBIA SAS","2E1040731000100","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/75","mg","IVACAFTOR","150","mg","TABLETA","TRIKAFTA","3","CAJAS X 84 TABLETAS","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2023 Aug 03 12:00:00 AM","PACIENTE ESPECIFICO","SALUTIS SAS - VALENTECH PHARMA COLOMBIA SAS","2E1040751000100","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","50/25/37,5","mg","IVACAFTOR","75","mg","TABLETA","TRIKAFTA","3","CAJAS X 84 TABLETAS","FIBROSIS QUISTICA CON OTRAS MANIFESTACIONES","E848"
"2023 Aug 03 12:00:00 AM","MÁS DE UN PACIENTE","BLAU FARMACÉUTICA COLOMBIA SAS","1I1030991009100","INMUNOGLOBULINA NORMAL","50","g/L","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","IMMUGLO®","104","VIAL X 100 mL","DEFICIENCIA SELECTIVA DE SUBCLASES DE LA INMUNOGLOBULINA G [IgG]","D803"
"2023 Aug 03 12:00:00 AM","MÁS DE UN PACIENTE","BLAU FARMACÉUTICA COLOMBIA SAS","1I1030991009100","INMUNOGLOBULINA NORMAL","50","g/L","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","IMMUGLO®","199","VIAL X 100 mL","DEFICIENCIA SELECTIVA DE SUBCLASES DE LA INMUNOGLOBULINA G [IgG]","D803"
"2023 Aug 03 12:00:00 AM","MÁS DE UN PACIENTE","BLAU FARMACÉUTICA COLOMBIA SAS","1I1030991009100","INMUNOGLOBULINA NORMAL","50","g/L","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","IMMUGLO®","720","VIAL X 100 mL","DEFICIENCIA SELECTIVA DE SUBCLASES DE LA INMUNOGLOBULINA G [IgG]","D803"
"2023 Aug 03 12:00:00 AM","MÁS DE UN PACIENTE","BLAU FARMACÉUTICA COLOMBIA SAS","1I1030991009100","INMUNOGLOBULINA NORMAL","50","g/L","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","IMMUGLO®","225","VIAL X 100 mL","DEFICIENCIA SELECTIVA DE SUBCLASES DE LA INMUNOGLOBULINA G [IgG]","D803"
"2023 Aug 03 12:00:00 AM","MÁS DE UN PACIENTE","BLAU FARMACÉUTICA COLOMBIA SAS","1I1030991009100","INMUNOGLOBULINA NORMAL","50","g/L","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","IMMUGLO®","1.035","VIAL X 100 mL","DEFICIENCIA SELECTIVA DE SUBCLASES DE LA INMUNOGLOBULINA G [IgG]","D803"
"2023 Aug 03 12:00:00 AM","MÁS DE UN PACIENTE","BLAU FARMACÉUTICA COLOMBIA SAS","1I1030991009100","INMUNOGLOBULINA NORMAL","50","g/L","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","IMMUGLO®","858","VIAL X 100 mL","DEFICIENCIA SELECTIVA DE SUBCLASES DE LA INMUNOGLOBULINA G [IgG]","D803"
"2023 Aug 03 12:00:00 AM","MÁS DE UN PACIENTE","GENBIE SAS","1I1030991015100","INMUNOGLOBULINA HUMANA NORMAL","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PROGLOB","4.000","CAJA X 1 VIAL X 100 mL","DEFICIENCIA SELECTIVA DE SUBCLASES DE LA INMUNOGLOBULINA G [IgG]","D803"
"2023 Aug 03 12:00:00 AM","PACIENTE ESPECIFICO","SALUTIS SAS - VALENTECH PHARMA COLOMBIA SAS","2E1049281000100","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/75","mg","IVACAFTOR","150","mg","TABLETA","TRIKAFTA","6","CAJAS X 84 TABLETAS","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2023 Aug 03 12:00:00 AM","MÁS DE UN PACIENTE","COMERCIAL LIFEFACTORS S.A.S","1I1030991010100","INMUNOGLOBULINA HUMANA NORMAL","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","GLOBUCEL","1.700","VIAL X 100 mL","INMUNODEFICIENCIA VARIABLE COMUN CON PREDOMINIO DE ANORMALIDADES EN EL NUMERO Y LA FUNCION DE LOS LINFOCITOS B","D830"
"2023 Aug 01 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1I1034601000101","INOTERSEN","189.3333","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","TEGSEDI","6","CAJAS X 4 JERINGAS PRECARGADAS X 1,5 mL","AMILOIDOSIS HEREDOFAMILIAR NEUROPATICA","E851"
"2023 Aug 01 12:00:00 AM","PACIENTE ESPECIFICO","GENBIE SAS","1M1032971000100","MECASERMINA","10","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","INCRELEX","13","CAJAS X 1 VIAL DE 4ml","HIPOPITUITARISMO","E230"
"2023 Aug 01 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1V1041501000100","VOSORITIDA","0.8","mg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","VOXZOGO","9","CAJAS X 10 JERINGAS PRELLENADAS X 0.7 mL","ACONDROPLASIA","Q774"
"2023 Aug 01 12:00:00 AM","PACIENTE ESPECIFICO","LABORATORIOS BIOPAS S.A.","1I1035001000101","IDEBENONA","150","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","RAXONE","3","CAJA X 180 TABLETAS","ATROFIA OPTICA","H472"
"2023 Aug 01 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1P1012181004100","CLORURO DE POTASIO","1500","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","NO REPORTADO","17","FRASCOS X 100 TABLETAS","OTRAS ENFERMEDADES RENALES TUBULOINTERSTICIALES ESPECIFICADAS","N158"
"2023 Aug 01 12:00:00 AM","MÁS DE UN PACIENTE","NEXT PHARMA SOURCING S.A.S.","1I1030991005100","INMUNOGLOBULINA HUMANA NORMAL","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","IMMUNOREL","1.000","CAJA X 1 VIAL X 100 mL","DEFICIENCIA SELECTIVA DE SUBCLASES DE LA INMUNOGLOBULINA G [IgG]","D803"
"2023 Aug 01 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","24","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2023 Aug 01 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1001711000100","ATALUREN","125","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","18","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2023 Aug 01 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1001711000100","ATALUREN","125","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","9","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
